D,L,P,G,Tin,X,CHF,CHF_LUT,CHF_NN
0.01001,3,20000,5446,267.95,-0.114,2672,2514.115801,2831.38
0.01001,3,20000,6102,267.74,-0.142,2916,2816.307466,3148.633
0.01001,3,20000,6570,266.09,-0.158,3133,2948.687498,3353.395
0.01001,3,20000,6977,268.98,-0.192,3130,3126.706084,3645.291
0.01001,3,20000,529,344.17,0.575,248,218.3618432,252.2764
0.01001,3,20000,550,345.39,0.596,260,182.4291985,255.452
0.01001,3,20000,689,345.12,0.461,281,316.8480783,283.4622
0.01001,3,20000,760,346.32,0.432,294,337.1249821,303.2892
0.01001,3,20000,827,347.11,0.438,318,315.7199467,321.7984
0.01001,3,20000,848,345.12,0.444,339,300.5212801,328.2525
0.01001,3,20000,884,346.06,0.465,357,269.2833194,339.2755
0.01001,3,20000,1029,349.66,0.446,383,270.696595,388.7163
0.01001,3,20000,1090,347.5,0.411,402,352.0591021,410.605
0.01001,3,20000,1144,347.5,0.409,421,358.2003177,430.9487
0.01001,3,20000,1193,347.24,0.397,433,388.1579556,447.4725
0.01001,3,20000,1345,346.32,0.392,493,408.7249382,503.2923
0.01001,3,20000,1468,345.39,0.384,541,441.4080002,541.5889
0.01001,3,20000,1487,347.5,0.366,515,500.5694717,541.483
0.01001,3,20000,1521,346.58,0.423,579,335.3926271,558.0079
0.01001,3,20000,1740,347.5,0.4,632,466.2643718,627.0179
0.01001,3,20000,1858,345.66,0.387,686,547.9520017,660.5296
0.01001,3,20000,2056,345.92,0.369,737,663.104676,713.2927
0.01001,3,20000,2541,347.5,0.352,864,761.0721164,866.8239
0.01001,3,20000,2732,348.01,0.347,913,794.6126128,924.4556
0.01001,3,20000,3037,348.4,0.334,987,854.580097,1021.036
0.01001,3,20000,3240,348.65,0.333,1046,872.1385855,1076.781
0.01001,3,20000,3431,348.65,0.342,1123,869.085464,1119.838
0.01001,3,20000,3456,345.92,0.334,1180,886.6439525,1133.008
0.01001,3,20000,4295,346.32,0.301,1385,1161.430078,1385.458
0.01001,3,20000,5426,346.06,0.256,1638,1472.119383,1707.095
0.01,4.966,3000,2218,133.55,0.413,1366,1827.224879,1152.526
0.01,4.966,3000,2641,133.31,0.374,1525,1973.205486,1315.532
0.01,4.966,3000,3063,134.49,0.345,1673,2058.582139,1459.391
0.01,4.966,3000,3424,135.19,0.33,1809,1957.294342,1657.831
0.01,4.966,3000,3970,134.02,0.309,2018,2093.094864,1878.456
0.01,4.966,3000,4464,136.13,0.29,2168,2270.625782,2043.783
0.01,4.966,3000,2902,212.93,0.355,1118,2056.331045,1388.334
0.01,4.966,3000,3488,214.02,0.331,1247,1878.202506,1695.011
0.01,4.966,3000,4201,214.9,0.306,1395,2093.569054,1922.822
0.01,4.966,5000,1514,162.45,0.572,1093,1149.364986,896.8925
0.01,4.966,5000,2260,165.45,0.43,1338,1546.765141,1104.224
0.01,4.966,5000,2596,165.68,0.4,1465,1629.367281,1292.565
0.01,4.966,5000,2869,162.45,0.39,1612,1541.044384,1434.002
0.01,4.966,5000,3365,162.45,0.346,1761,1751.924557,1698.373
0.01,4.966,5000,4025,165.91,0.318,1972,1747.521113,1789.078
0.01,4.966,5000,4531,164.76,0.292,2126,1932.055538,1963.161
0.01,4.966,5000,4997,165.45,0.277,2268,2081.957922,2093.385
0.01,4.966,5000,5530,164.76,0.261,2438,2268.048401,2235.54
0.01,4.966,5000,1319,245.84,0.611,744,1274.799151,838.8746
0.01,4.966,5000,1534,243.34,0.565,815,1213.764889,907.7742
0.01,4.966,5000,1969,245.22,0.48,894,1391.466821,981.5628
0.01,4.966,5000,2330,244.18,0.435,967,1375.09773,1108.593
0.01,4.966,5000,2890,245.84,0.394,1086,1463.54048,1422.95
0.01,4.966,5000,3564,246.67,0.355,1218,1499.012031,1672.119
0.01,4.966,5000,4099,243.55,0.333,1354,1509.153655,1765.074
0.01,4.966,5000,4672,242.29,0.32,1501,1613.907286,1832.538
0.01,4.966,7000,835,185.82,0.812,725,927.6948737,625.4878
0.01,4.966,7000,1148,189.45,0.647,840,1053.155746,749.3101
0.01,4.966,7000,1348,181.95,0.578,937,1096.430352,798.3282
0.01,4.966,7000,1638,179.21,0.514,1063,1125.390187,775.9177
0.01,4.966,7000,2039,182.86,0.44,1189,1310.208468,862.7974
0.01,4.966,7000,2424,183.77,0.391,1312,1461.34806,1087.631
0.01,4.966,7000,2850,188.09,0.353,1429,1540.919165,1274.299
0.01,4.966,7000,3240,187.63,0.334,1580,1490.280275,1278.788
0.01,4.966,7000,3628,183.09,0.307,1724,1532.231486,1398.696
0.01,4.966,7000,4290,185.14,0.276,1913,1669.926334,1618.771
0.01,4.966,7000,4366,187.86,0.272,1908,1691.435805,1654.102
0.01,4.966,7000,5117,185.36,0.237,2123,1883.302244,2033.81
0.01,4.966,7000,7282,183.77,0.11,2342,2601.769919,2647.502
0.01,4.966,7000,322,263.63,0.995,259,38.86286145,277.3075
0.01,4.966,7000,869,266.82,0.814,591,818.5703916,632.2579
0.01,4.966,7000,1165,264.83,0.67,667,826.487396,712.8746
0.01,4.966,7000,1421,266.22,0.593,723,801.4911076,752.5891
0.01,4.966,7000,1747,265.03,0.522,797,941.5346676,754.8899
0.01,4.966,7000,2521,265.83,0.419,943,1083.880608,941.0928
0.01,4.966,7000,3068,266.22,0.381,1055,1077.37061,1102.823
0.01,4.966,7000,3692,264.03,0.351,1198,1169.735601,1253.406
0.01,4.966,7000,4277,267.02,0.335,1302,1228.563544,1411.659
0.01,4.966,7000,4876,268.01,0.327,1438,1281.926537,1471.633
0.01,4.966,7000,5499,266.82,0.311,1567,1434.286449,1603.031
0.01,4.966,7000,5996,266.62,0.301,1663,1513.632839,1701.687
0.01,4.966,10000,386,213.67,0.945,341,232.773782,299.5275
0.01,4.966,10000,472,208.34,0.936,420,252.6492064,369.4161
0.01,4.966,10000,528,212.56,0.883,445,418.6539629,419.2921
0.01,4.966,10000,593,210.34,0.824,478,508.929501,436.8797
0.01,4.966,10000,705,206.78,0.733,533,606.9391511,502.8891
0.01,4.966,10000,895,210.34,0.6,589,590.3935002,558.744
0.01,4.966,10000,1049,205.89,0.533,651,756.6520593,562.5472
0.01,4.966,10000,1234,211.23,0.464,695,808.026383,549.4902
0.01,4.966,10000,1603,208.78,0.386,824,1029.257224,682.9584
0.01,4.966,10000,1834,211.89,0.384,928,751.1058952,726.0766
0.01,4.966,10000,2195,210.12,0.338,1047,913.3775988,812.8077
0.01,4.966,10000,2638,215.43,0.305,1164,972.1507673,902.499
0.01,4.966,10000,3022,209.67,0.261,1285,1140.450338,1103.563
0.01,4.966,10000,3772,210.34,0.185,1407,1423.802868,1340.092
0.01,4.966,10000,4570,211.67,0.144,1560,1564.195022,1538.936
0.01,4.966,10000,5123,211.23,0.127,1724,1700.319864,1643.89
0.01,4.966,10000,5909,209.45,0.106,1889,1920.092682,1918.067
0.01,4.966,10000,6635,210.56,0.101,2081,2061.089039,2090.473
0.01,4.966,10000,7568,211.45,0.091,2300,2328.928553,2433.108
0.01,4.966,10000,457,290.38,0.96,323,159.8913824,359.4406
0.01,4.966,10000,490,290.57,0.944,340,217.7322,388.7535
0.01,4.966,10000,603,289.83,0.83,373,480.5485391,432.4053
0.01,4.966,10000,707,291.12,0.747,395,557.0080751,496.5725
0.01,4.966,10000,745,289.83,0.729,409,551.3966536,514.8674
0.01,4.966,10000,1001,291.12,0.566,438,569.1585107,577.5782
0.01,4.966,10000,1164,290.38,0.515,471,717.7953516,575.624
0.01,4.966,10000,1543,290.38,0.427,529,643.426557,653.3267
0.01,4.966,10000,1862,291.12,0.383,584,725.8748197,715.4254
0.01,4.966,10000,2151,291.12,0.365,647,701.4786741,740.4862
0.01,4.966,10000,2465,291.31,0.35,714,679.8719964,761.3244
0.01,4.966,10000,2704,291.12,0.342,770,693.1484443,739.0801
0.01,4.966,10000,2979,290.2,0.339,848,670.6216873,756.0314
0.01,4.966,10000,3323,291.49,0.333,919,755.4224008,802.7424
0.01,4.966,10000,3704,291.12,0.334,1029,814.6279712,892.4422
0.01,4.966,10000,4277,292.59,0.327,1150,973.3063314,1085.377
0.01,4.966,10000,4812,291.12,0.318,1281,1087.116861,1174.984
0.01,4.966,10000,5474,291.49,0.304,1396,1298.719158,1295.918
0.01,4.966,10000,6200,292.04,0.298,1542,1439.090418,1475.131
0.01,4.966,10000,6645,290.57,0.288,1633,1589.491928,1615.682
0.01,4.966,12000,302,226.14,0.963,255,104.2090859,213.4491
0.01,4.966,12000,365,227.67,0.873,288,287.5084776,253.9675
0.01,4.966,12000,485,225.48,0.717,340,384.5761885,294.7469
0.01,4.966,12000,547,227.88,0.681,366,432.5088189,362.6265
0.01,4.966,12000,610,224.83,0.623,390,555.9154786,374.5615
0.01,4.966,12000,643,224.61,0.621,411,492.8251248,397.5727
0.01,4.966,12000,778,224.61,0.553,465,526.4868205,401.9376
0.01,4.966,12000,939,222.42,0.469,520,707.035464,418.218
0.01,4.966,12000,1069,221.76,0.456,583,690.1310763,465.0953
0.01,4.966,12000,1278,224.17,0.401,646,611.7666608,436.0873
0.01,4.966,12000,1444,222.42,0.36,700,778.4822365,517.3554
0.01,4.966,12000,1771,224.61,0.327,813,713.5358746,620.1301
0.01,4.966,12000,2238,223.74,0.25,927,933.1666215,838.5428
0.01,4.966,12000,2776,226.79,0.191,1030,1093.177929,1000.956
0.01,4.966,12000,3237,225.27,0.164,1157,1215.619931,1185.405
0.01,4.966,12000,3687,225.48,0.148,1278,1293.185301,1377.553
0.01,4.966,12000,4019,223.95,0.145,1396,1344.667528,1463.413
0.01,4.966,12000,4495,224.61,0.138,1534,1452.46926,1575.662
0.01,4.966,12000,4892,223.52,0.138,1675,1524.540414,1657.724
0.01,4.966,12000,5664,225.48,0.126,1863,1817.788028,1903.811
0.01,4.966,12000,5689,225.27,0.124,1868,1831.827315,1917.872
0.01,4.966,12000,6272,225.27,0.128,2069,1943.626349,2038.212
0.01,4.966,12000,7180,225.92,0.118,2302,2125.737164,2381.195
0.01,4.966,12000,401,303.94,0.814,223,337.9102101,248.1451
0.01,4.966,12000,502,304.29,0.717,250,357.9071155,306.8478
0.01,4.966,12000,549,303.94,0.644,249,590.9699407,337.199
0.01,4.966,12000,645,305.17,0.589,270,599.4121885,352.6103
0.01,4.966,12000,806,305.17,0.503,295,733.8760076,352.2496
0.01,4.966,12000,942,307.07,0.46,314,785.0938423,401.2487
0.01,4.966,12000,1082,305.34,0.422,342,803.28735,401.1355
0.01,4.966,12000,1095,303.07,0.428,356,773.4670043,428.6939
0.01,4.966,12000,1309,305.17,0.383,384,716.9865032,453.301
0.01,4.966,12000,1333,303.42,0.402,412,541.8155853,452.6276
0.01,4.966,12000,1538,305.34,0.373,440,570.8645769,493.0063
0.01,4.966,12000,1581,304.29,0.382,464,459.6693886,501.6428
0.01,4.966,12000,1915,302.36,0.338,521,525.6115699,564.4154
0.01,4.966,12000,2321,304.82,0.312,579,620.2792464,529.2342
0.01,4.966,12000,2662,306.72,0.302,633,639.9483443,593.6614
0.01,4.966,12000,2844,305.86,0.303,683,614.0493106,624.8776
0.01,4.966,12000,3176,306.2,0.301,755,636.2544316,696.3602
0.01,4.966,12000,3414,304.12,0.303,835,658.728954,762.2687
0.01,4.966,12000,3725,305.34,0.305,902,724.4055263,852.2083
0.01,4.966,12000,4100,304.64,0.31,1011,815.3598273,971.6021
0.01,4.966,12000,4774,306.72,0.308,1141,975.6513406,1164.275
0.01,4.966,12000,5368,306.38,0.3,1258,1157.903975,1270.316
0.01,4.966,12000,5946,304.82,0.293,1389,1323.318696,1377.985
0.01,4.966,12000,6536,304.12,0.286,1515,1506.295817,1539.933
0.01,4.966,12000,6996,304.12,0.281,1590,1622.96633,1670.597
0.01,4.966,14000,355,230.06,0.757,248,358.1809713,221.6493
0.01,4.966,14000,404,235.04,0.733,271,348.3965639,279.3252
0.01,4.966,14000,466,233.1,0.652,295,338.7907736,295.3772
0.01,4.966,14000,502,235.26,0.65,314,275.1544256,322.7209
0.01,4.966,14000,540,235.04,0.641,336,263.4978927,344.4041
0.01,4.966,14000,607,239.35,0.599,358,269.1285981,343.9213
0.01,4.966,14000,666,235.91,0.569,387,361.9136485,338.8725
0.01,4.966,14000,686,236.77,0.584,403,300.1935213,379.369
0.01,4.966,14000,799,236.12,0.512,439,390.7683705,369.7032
0.01,4.966,14000,810,238.06,0.548,456,319.9215798,401.1472
0.01,4.966,14000,1044,235.91,0.412,519,604.0403125,505.3507
0.01,4.966,14000,1185,232.45,0.368,569,600.0085925,588.1082
0.01,4.966,14000,1349,234.18,0.351,629,572.1006753,591.0459
0.01,4.966,14000,1514,232.45,0.326,691,582.8468245,583.2739
0.01,4.966,14000,1959,236.56,0.256,801,763.9417125,715.1863
0.01,4.966,14000,2342,234.4,0.199,898,949.6257991,881.7527
0.01,4.966,14000,3017,234.4,0.195,1143,997.5886344,1093.079
0.01,4.966,14000,3361,236.99,0.204,1265,989.9046461,1177.671
0.01,4.966,14000,3717,235.26,0.193,1392,1122.10535,1340.702
0.01,4.966,14000,4099,239.57,0.201,1506,1190.380197,1434.531
0.01,4.966,14000,4608,238.71,0.19,1670,1353.354205,1618.632
0.01,4.966,14000,330,314.43,0.815,169,273.2765757,187.9214
0.01,4.966,14000,494,316.09,0.59,191,360.7215917,193.3966
0.01,4.966,14000,524,315.6,0.588,203,350.8527325,216.4956
0.01,4.966,14000,640,317.08,0.542,230,486.449612,266.5622
0.01,4.966,14000,729,315.6,0.51,252,463.0338659,296.0667
0.01,4.966,14000,821,316.59,0.482,269,490.3490283,345.4762
0.01,4.966,14000,920,317.73,0.472,293,486.4696471,411.9592
0.01,4.966,14000,1025,315.93,0.43,308,592.42385,472.3622
0.01,4.966,14000,1083,316.59,0.445,332,518.2472142,394.0901
0.01,4.966,14000,1226,315.6,0.416,361,427.2707313,380.9104
0.01,4.966,14000,1403,317.4,0.392,386,315.0047347,409.5908
0.01,4.966,14000,1428,316.59,0.398,402,257.5735648,387.2108
0.01,4.966,14000,1688,317.73,0.382,454,270.133326,376.1931
0.01,4.966,14000,2266,317.4,0.3,510,520.7820208,501.4653
0.01,4.966,14000,2571,318.7,0.297,565,523.8202827,557.6237
0.01,4.966,14000,2762,317.08,0.304,631,503.8976683,586.2002
0.01,4.966,14000,3093,317.4,0.295,689,580.4811003,658.4674
0.01,4.966,14000,3412,318.05,0.3,759,618.3568719,726.199
0.01,4.966,14000,3743,317.57,0.295,829,718.4389814,827.793
0.01,4.966,14000,3883,315.93,0.303,894,725.5258142,850.0254
0.01,4.966,14000,4443,317.57,0.304,1010,871.6484202,984.1686
0.01,4.966,14000,5016,316.91,0.303,1133,948.7239303,1152.609
0.01,4.966,14000,5448,316.09,0.302,1241,1132.347686,1248.534
0.01,4.966,14000,6174,317.4,0.3,1370,1328.914876,1439.072
0.01,4.966,14000,6365,317.08,0.326,1497,1317.855821,1489.04
0.01,4.966,16000,367,244.15,0.808,246,186.6977231,244.1374
0.01,4.966,16000,452,247.77,0.673,271,322.2399351,223.8911
0.01,4.966,16000,462,248.62,0.722,287,252.9162824,248.2195
0.01,4.966,16000,509,248.41,0.677,304,273.0332379,248.2187
0.01,4.966,16000,608,249.47,0.575,338,333.4066797,277.9515
0.01,4.966,16000,625,245.85,0.576,349,321.6181293,278.106
0.01,4.966,16000,707,246.92,0.542,381,335.4775291,301.1846
0.01,4.966,16000,775,248.41,0.509,404,361.0444799,332.7423
0.01,4.966,16000,827,246.71,0.481,423,404.8636844,363.4267
0.01,4.966,16000,969,249.89,0.414,458,472.1792766,477.5916
0.01,4.966,16000,1087,246.07,0.384,508,487.9964701,520.0048
0.01,4.966,16000,1284,244.15,0.315,564,615.4338839,580.3902
0.01,4.966,16000,1506,243.93,0.27,630,712.2252168,709.8894
0.01,4.966,16000,1666,245.64,0.27,691,723.9601015,721.1313
0.01,4.966,16000,1959,249.47,0.268,788,752.7270266,782.7448
0.01,4.966,16000,2159,247.34,0.278,888,742.9107955,782.845
0.01,4.966,16000,340,323.49,0.727,145,335.3654753,188.0944
0.01,4.966,16000,415,325.7,0.679,165,346.9109651,212.1928
0.01,4.966,16000,475,325.54,0.659,185,316.7133142,232.0593
0.01,4.966,16000,523,326.94,0.658,201,283.5018642,250.1069
0.01,4.966,16000,566,326.47,0.67,221,250.2228043,265.7751
0.01,4.966,16000,628,326.16,0.667,245,220.7321803,295.3571
0.01,4.966,16000,687,324.91,0.619,255,226.9816862,275.8293
0.01,4.966,16000,908,327.4,0.505,282,318.8078391,286.4866
0.01,4.966,16000,929,324.75,0.515,301,297.3576862,275.4786
0.01,4.966,16000,943,326.47,0.472,281,379.4507898,327.7636
0.01,4.966,16000,1115,326.78,0.456,322,348.5843936,321.3008
0.01,4.966,16000,1344,327.55,0.393,345,390.7818227,378.1003
0.01,4.966,16000,1414,326.01,0.385,366,392.4435253,369.5208
0.01,4.966,16000,1619,327.86,0.366,394,410.599324,373.9754
0.01,4.966,16000,1785,328.62,0.353,420,445.156413,408.8387
0.01,4.966,16000,1915,326.94,0.344,454,473.7372972,443.9825
0.01,4.966,16000,2083,328.32,0.346,484,469.1550394,478.6494
0.01,4.966,16000,2347,325.23,0.341,561,506.9943541,550.8875
0.01,4.966,16000,2589,323.96,0.335,622,560.6495029,625.1359
0.01,4.966,16000,2897,326.94,0.339,674,599.0145619,691.4431
0.01,4.966,16000,3305,327.09,0.328,749,671.9087323,820.0779
0.01,4.966,16000,3576,329.53,0.348,816,668.5220731,821.7239
0.01,4.966,16000,3671,326.16,0.353,881,683.5552476,839.709
0.01,4.966,16000,4108,325.23,0.347,987,820.2672989,988.6557
0.01,4.966,16000,4792,326.47,0.34,1114,943.1756195,1259.203
0.01,4.966,16000,5391,326.47,0.336,1241,1128.685543,1364.167
0.01,4.966,16000,5945,327.09,0.343,1370,1257.918287,1427.171
0.01,4.966,16000,6578,327.86,0.342,1496,1398.22454,1545.893
0.01,4.966,18000,433,258.36,0.718,251,208.1309713,199.7388
0.01,4.966,18000,472,258.36,0.682,267,221.0437272,212.6248
0.01,4.966,18000,518,258.15,0.658,288,216.510484,222.9066
0.01,4.966,18000,587,258.78,0.588,310,242.9533294,266.9451
0.01,4.966,18000,639,258.36,0.555,330,266.9718479,302.1815
0.01,4.966,18000,695,256.48,0.515,351,300.4506154,345.1842
0.01,4.966,18000,839,254.16,0.414,394,419.3692899,396.0155
0.01,4.966,18000,1036,256.9,0.324,444,547.3118762,503.3556
0.01,4.966,18000,1203,258.99,0.318,508,559.7844845,549.9974
0.01,4.966,18000,1465,254.16,0.279,611,649.9716532,694.286
0.01,4.966,18000,387,334.62,0.795,156,148.8002616,178.658
0.01,4.966,18000,493,337.52,0.682,172,208.8385526,217.6151
0.01,4.966,18000,583,337.38,0.62,191,216.2324244,242.5378
0.01,4.966,18000,659,336.81,0.585,206,214.5777341,277.4959
0.01,4.966,18000,701,335.36,0.59,225,188.2153871,269.0773
0.01,4.966,18000,866,337.09,0.5,242,268.0276298,331.8119
0.01,4.966,18000,1083,338.51,0.416,263,361.420354,321.539
0.01,4.966,18000,1141,336.66,0.422,287,348.4761321,305.2334
0.01,4.966,18000,1194,334.62,0.416,305,347.4494728,316.1141
0.01,4.966,18000,1316,335.21,0.393,323,371.6470914,364.4265
0.01,4.966,18000,1433,335.94,0.394,349,359.8820108,385.0776
0.01,4.966,18000,1466,336.37,0.423,369,300.6880322,352.6664
0.01,4.966,18000,1553,337.38,0.427,388,291.7514881,362.2304
0.01,4.966,18000,1668,337.09,0.42,414,312.7819042,402.5718
0.01,4.966,18000,1787,336.08,0.409,442,342.3933833,446.8183
0.01,4.966,18000,2028,336.37,0.404,495,372.7168263,487.8882
0.01,4.966,18000,2339,337.09,0.389,550,500.6981233,550.6804
0.01,4.966,18000,2630,336.81,0.382,615,586.7413751,623.2136
0.01,4.966,18000,2872,337.09,0.385,674,608.8594862,676.6492
0.01,4.966,18000,3119,336.66,0.382,730,659.421026,745.868
0.01,4.966,18000,3232,336.81,0.423,803,547.0783233,763.4388
0.01,4.966,18000,3463,335.94,0.421,867,593.4013515,828.2652
0.01,4.966,18000,4052,335.65,0.4,984,791.052874,951.0616
0.01,4.966,18000,4615,335.65,0.392,1104,888.4681593,1066.642
0.01,4.966,20000,554,266.92,0.473,258,352.640442,264.1697
0.01,4.966,20000,434,345.92,0.769,143,112.8132072,90.17839
0.01,4.966,20000,449,347.11,0.678,135,163.7287433,111.0117
0.01,4.966,20000,600,347.24,0.593,163,180.2664338,168.9983
0.01,4.966,20000,644,345.12,0.57,177,204.7365306,177.4872
0.01,4.966,20000,775,346.06,0.524,200,230.912479,203.586
0.01,4.966,20000,914,345.12,0.433,215,312.9501997,294.2682
0.01,4.966,20000,1001,347.11,0.477,242,239.3395932,247.961
0.01,4.966,20000,1025,345.12,0.469,252,245.5247361,253.8303
0.01,4.966,20000,1094,343.07,0.473,278,240.392334,265.6596
0.01,4.966,20000,1249,345.92,0.443,294,276.4105949,316.0884
0.01,4.966,20000,1302,343.76,0.45,318,258.2855288,319.8535
0.01,4.966,20000,1475,345.12,0.421,341,334.7903586,384.4045
0.01,4.966,20000,1549,345.39,0.425,358,337.7723788,391.4696
0.01,4.966,20000,1685,345.66,0.421,386,387.2342025,419.4972
0.01,4.966,20000,1893,346.58,0.434,434,403.7848621,448.1887
0.01,4.966,20000,2109,346.58,0.429,480,460.9270605,497.2667
0.01,4.966,20000,2476,347.24,0.41,542,573.8315708,586.0005
0.01,4.966,20000,2624,344.71,0.413,601,573.3661825,614.6232
0.01,4.966,20000,2911,345.66,0.421,662,570.6395748,671.2869
0.01,4.966,20000,3076,345.39,0.449,728,517.9606397,693.5542
0.01,4.966,20000,3498,346.32,0.439,805,585.8970359,796.6277
0.01,4.966,20000,3958,348.01,0.425,867,733.3175988,865.9396
0.01,4.966,20000,4392,346.32,0.415,975,826.5931173,935.5258
0.01,4.966,20000,5008,347.11,0.405,1083,946.2882262,1054.963
0.0078,7,17650,1008,36.38,0.461,535,390.1805265,499.4457
0.0078,7,17650,1008,55.69,0.425,505,442.4281556,512.636
0.0078,7,17650,1008,77.85,0.464,488,382.3151875,485.8394
0.0078,7,17650,1008,97.06,0.467,466,374.4498485,481.6452
0.0078,7,17650,1008,117.13,0.482,447,335.1231534,421.3373
0.0078,7,17650,1008,137.3,0.497,426,295.7964583,381.8362
0.0078,7,17650,1008,157.77,0.482,399,335.1231534,416.6738
0.0078,7,17650,1008,178,0.515,381,266.31122,341.1356
0.0078,7,17650,1008,199.53,0.524,358,253.3392805,298.8851
0.0078,7,17650,1008,220.17,0.512,331,270.6351999,313.3442
0.0078,7,17650,1008,239.66,0.506,305,279.2831596,326.8882
0.0078,7,17650,1008,260.24,0.521,283,257.6632603,262.387
0.0078,7,17650,1008,280.98,0.509,251,274.9591797,302.4698
0.0078,7,17650,1008,300.56,0.512,224,270.6351999,282.7909
0.0078,7,17650,1008,322.14,0.512,192,270.6351999,252.57
0.0078,7,17650,1008,340.94,0.563,169,197.1275424,214.3913
0.0078,7,17650,1008,350.94,0.581,148,171.1836633,214.7687
0.0078,7,17650,1502,36.38,0.297,743,688.8451194,749.0315
0.0078,7,17650,1502,56.66,0.343,723,548.9039875,704.4651
0.0078,7,17650,1502,76.89,0.307,677,658.9791155,742.075
0.0078,7,17650,1502,97.06,0.339,652,561.1345573,710.1025
0.0078,7,17650,1502,218.17,0.408,461,363.6447215,429.8575
0.0078,7,17650,1502,240.74,0.425,426,328.0998059,297.7716
0.0078,7,17650,1502,259.83,0.418,387,342.7359476,319.5115
0.0078,7,17650,1502,281.97,0.414,341,351.0994572,325.4408
0.0078,7,17650,1502,301.67,0.413,300,353.1903346,291.7774
0.0078,7,17650,1502,322.14,0.424,256,330.1906833,252.3956
0.0078,7,17650,1502,332.23,0.442,235,292.5548902,232.3921
0.0078,7,17650,1502,341.87,0.428,202,321.8271737,247.5779
0.0078,7,17650,1933,37.34,0.281,947,948.0090691,924.9658
0.0078,7,17650,1933,56.66,0.291,909,919.0324893,912.9797
0.0078,7,17650,1933,76.89,0.304,870,876.2009544,870.2413
0.0078,7,17650,1933,97.06,0.317,832,821.7549619,819.019
0.0078,7,17650,1933,117.13,0.318,786,817.5668086,824.506
0.0078,7,17650,1933,138.49,0.328,743,775.6852759,784.3313
0.0078,7,17650,1933,157.77,0.329,700,771.4971226,775.4005
0.0078,7,17650,1933,178,0.363,669,609.657331,679.4799
0.0078,7,17650,1933,198.62,0.388,632,467.5639213,592.5361
0.0078,7,17650,1933,219.06,0.407,592,385.3706951,476.0316
0.0078,7,17650,1933,261.28,0.392,483,444.8289758,529.609
0.0078,7,17650,1933,280.98,0.399,436,405.0428211,448.6574
0.0078,7,17650,1933,301.67,0.397,381,416.4102938,398.9216
0.0078,7,17650,1933,322.14,0.4,322,399.3590847,332.5757
0.0078,7,17650,1933,341.87,0.456,274,294.0017829,269.619
0.0078,7,17650,1944,350.94,0.507,254,248.5831121,279.1199
0.0078,7,17650,2772,57.62,0.262,1283,1139.628448,1221.075
0.0078,7,17650,2772,77.85,0.269,1222,1120.450413,1204.66
0.0078,7,17650,2772,96.1,0.301,1185,1031.121518,1112.055
0.0078,7,17650,2772,117.13,0.325,1132,925.5791687,1045.769
0.0078,7,17650,2772,137.3,0.338,1075,868.4103961,1005.163
0.0078,7,17650,2772,157.77,0.343,1012,846.4224066,977.2435
0.0078,7,17650,2772,179.16,0.334,936,886.0007877,1008.812
0.0078,7,17650,2772,198.62,0.367,892,730.8649721,882.5743
0.0078,7,17650,2772,220.17,0.353,811,800.6790596,916.8299
0.0078,7,17650,2772,238.79,0.367,756,730.8649721,864.6361
0.0078,7,17650,2772,261.28,0.37,677,715.9048104,850.6674
0.0078,7,17650,2772,280.98,0.377,607,680.9977666,826.6614
0.0078,7,17650,2766,300.56,0.423,561,506.4172296,557.4357
0.0078,7,17650,2766,332.23,0.48,458,394.8916685,442.1425
0.0078,7,17650,2766,342.79,0.518,422,345.6833027,420.7717
0.0078,7,17650,2766,351.76,0.534,372,327.3095208,410.4221
0.0078,7,17650,1502,117.6,0.363,624,489.2470155,620.1281
0.0078,7,17650,1502,137.78,0.357,588,506.9024655,625.4664
0.0078,7,17650,1502,157.77,0.414,572,351.0994572,421.1073
0.0078,7,17650,1502,178,0.389,525,412.7400656,518.5892
0.0078,7,17650,1502,199.53,0.404,494,372.0082311,452.1757
0.00805,10.94,6860,1008,38.7,0.77,419,609.5092425,397.9645
0.00805,10.94,6860,1008,38.7,0.822,433,487.4335269,337.4307
0.00805,10.94,6860,1013,58.9,0.74,397,687.8754814,401.8766
0.00805,10.94,6860,1013,79.9,0.751,384,658.1417063,402.7798
0.00805,10.94,6860,1013,99,0.787,379,560.8311697,389.2973
0.00805,10.94,6860,1013,120.2,0.81,368,507.4113095,361.4752
0.00805,10.94,6860,1008,140.2,0.798,347,533.2146007,382.752
0.00805,10.94,6860,1008,159.3,0.832,342,469.1010466,319.4205
0.00805,10.94,6860,1008,180.5,0.817,321,496.599767,342.56
0.00805,10.94,6860,1008,198.6,0.849,314,437.9358302,313.2615
0.00805,10.94,6860,1008,219.9,0.831,292,470.9342947,319.6921
0.00805,10.94,6860,1008,241.1,0.861,283,415.936854,276.4363
0.00805,10.94,6860,1008,259.1,0.858,265,421.436598,289.7682
0.00805,10.94,6860,1008,281,0.876,250,388.4381336,259.9953
0.00805,10.94,6860,1508,39.7,0.589,548,735.0000402,529.5007
0.00805,10.94,6860,1508,59.8,0.576,520,866.8864379,528.9686
0.00805,10.94,6860,1508,78,0.613,514,591.8290709,500.6204
0.00805,10.94,6860,1508,99.5,0.623,493,567.5407737,495.7448
0.00805,10.94,6860,1508,119,0.722,512,367.5733274,379.8103
0.00805,10.94,6860,1508,138.1,0.627,450,557.8254547,493.4326
